id,NGR,Longitude/Latitude,Site Height,In-Use Ae Ht,In-Use ERP Total,Dir Max ERP,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,Lat,Long
745479,ST35840870,002W54 48 50N52 27,173,21,"0.600,000",,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,50.874213,-2.913244
745480,TQ96515047,000E48 45 51N13 11,193,40,"2.000,000",280,1.2,1.3,1.7,2.5,3.9,6,7.2,9.7,13.9,14.7,13.4,16.4,32.3,27.5,18,16.2,14.8,12.6,8.5,6.1,4.4,3.2,2.4,1,0,0.4,1.1,1.3,1.1,0.9,1.5,2.3,2.6,1.8,1.2,1.1,51.21959,0.812581
745481,TR10335615,001E00 49 51N15 56,67,52,"1.000,000",290,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,51.265673,1.013529
745482,NU10562647,001W50 03 55N31 55,192,124,"3.200,000",,3,1,0,0,0.7,2,2.6,2,2,3,1,0.2,0,0.6,2,2.7,1.3,2,3,1,0.2,0,0.5,2,2.6,1.3,2,3,1,0,0,0.5,2,2.7,1.3,2,55.531826,-1.834261
745483,SU87709110,000W44 05 51N36 43,142,50,"0.600,000",15,0.5,0.8,0.9,0.6,0.4,0.1,0,0,0.2,0.6,1,1.6,2.5,3.4,4.2,5.5,6.2,6.5,6.8,7,7,6.8,6.5,6.2,5.5,4.2,3.4,2.5,1.6,0.9,0.6,0.2,0,0,0.1,0.3,51.6119,-0.734849
745484,SP95600081,000W37 05 51N41 52,127,52,"0.100,000",110,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,51.697895,-0.618141
745485,SK38277649,001W25 39 53N17 02,179,36,"1.000,000",200,7,6.8,6.5,6.2,6,5,4,3,2,1.3,0.8,0.4,0,0,0,0.2,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,4,5,6,6.2,6.5,6.8,53.283991,-1.427446
745486,ST35318961,002W56 08 51N36 06,94,29,"2.000,000",,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,51.601588,-2.935417
745487,SO88021887,002W10 31 51N52 06,147,20,"2.000,000",,1.9,3.5,1,0.1,1.8,2.8,1.1,0.6,0.6,1.8,3.2,1.2,0.6,2.1,2.7,1,0.3,0.5,1.8,2.8,0.9,0.5,1.8,2.5,1,0.5,0.5,1.8,3.5,1,0,1.3,2.7,1.3,0.5,0.5,51.868264,-2.175397
745488,TM18311638,001E09 54 51N48 12,7,52,"0.012,000",330,0.6,0.3,0.1,0,0.1,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,1.1,1.1,0.8,51.803409,1.165049
745489,NF75177164,007W26 33 57N37 02,123,34,"1.954,474",102,2.3,0.7,0.3,1.5,0.9,0,2.9,1.5,2,3.8,2.2,2.9,3.3,2.2,1.5,1.1,0.8,0.5,0.4,1.1,2.2,2.4,4.3,5.8,7.5,13.5,15.5,21.9,19.1,16.7,20.4,16.9,13.9,10.5,6.8,4.6,57.617267,-7.44252
745490,SK51839595,001W13 15 53N27 28,138,48,"2.000,000",,7,8,8,8,8,8,8,8,8,7,6,5,3.5,2.5,1.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2.5,3.5,5,6,53.457744,-1.220893
745491,SO32457993,002W59 40 52N24 47,413,22,"0.600,000",30,1.4,1.6,1.6,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,52.413167,-2.994548
745492,SO20414325,003W09 46 52N04 55,215,55,"1.199,999",90,4,3,2,1.3,0.5,0,0,0,0.3,0.4,0.5,0.6,0.7,0.6,0.5,0.4,0,0,0,0.5,0.6,1.2,2,3,4,5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5,4.5,52.08185,-3.162868
745493,ST50881324,002W42 00 50N54 59,134,26,"2.000,000",310,1.4,0.7,0.1,0.1,0.1,0.7,1.9,3.1,5,6.5,7.6,7.9,8,8.1,8.1,8,7.7,6.6,5.1,3.3,2,0.9,0.2,0,0.2,0.7,1.5,2.3,3.1,3.6,4,4,3.9,3.6,2.9,2.3,50.916513,-2.700119
745494,TF916266,000E50 27 52N48 10,80,17,"0.244,309",,1,1.7,1.8,1.5,1.2,1.4,1.3,1.5,1.3,0.7,0.6,0.5,0.9,1.7,3.4,5.5,9.4,9,6.8,6.7,5.5,4.5,4.2,4.8,5.9,6.7,6.3,8,8.4,5,4,2.2,1,0.3,0,0.1,52.8029,0.84086
745495,SH78147652,003W49 44 53N16 18,114,42,"0.500,000",30,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.2,2.8,9.6,2.7,3.1,6.6,1.5,0.4,1.2,0.8,0.3,0.1,0,0.1,0.2,0.4,0.9,0.7,0.3,3.6,5.6,2.1,6.6,5.5,0.8,0.4,0.7,0.5,0.4,53.271606,-3.828796
745496,SU83826902,000W47 46 51N24 50,90,38,"0.977,237",270,8.9,12.9,15.8,21.1,21.5,17.7,11.2,9,4.5,2.3,2,2.4,4.2,9.1,11.7,13.7,25.4,18.4,13.2,11.2,8.4,6.2,4.1,2.7,2,0.8,0.1,0.1,0.3,0.2,0,0.6,1.8,2.5,4.1,6.2,51.414004,-0.796112
745497,SK48401274,001W17 06 52N42 37,240,29,"1.499,999",120,7,9.5,6,8,6.4,5.5,3.4,2.5,1,0.9,0.5,0.1,0,0,0.4,0.8,1.5,3,5.2,6,9.1,8.5,11,9.5,8.6,7.5,6,7.1,6,6,6,6,6,6.7,6.5,7.4,52.710153,-1.285042
745498,NN11277352,005W05 37 56N48 53,283,58,"1.000,000",330,1.2,0.9,0.6,0.3,0.6,3.7,7.2,7.7,9.5,11.7,12.6,15.3,18.6,17.1,15.6,13,13.5,12.5,9.8,8,7.1,3.1,1.3,1,0.7,1.2,1.5,0.7,0,0.2,0.6,0.8,0.9,0.5,0.4,0.7,56.814742,-5.093559
745499,SU4503729604,001W21 31 51N03 50,152,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.064004,-1.358677
745500,NT23338724,003W13 59 56N04 18,181,119,"5.000,000",,1.8,3.2,2,1.2,2,2.8,1.2,0.5,0.3,1.1,2.6,1.5,0.6,1.6,2.7,1.3,0.5,0.5,1.4,3,2.1,1.2,2.3,3.7,1.2,0.2,0,1.2,3,2.4,0.7,2.2,3.1,1.5,0.4,0.4,56.071791,-3.233186
745501,TR22923820,001E10 57 51N05 59,166,47,"0.250,000",,16.4,18.4,20,20,20,20,20,20,20,20,20,18.4,16.4,14.4,12,9.5,7,4.9,3,2.2,1.4,0.9,0.6,0.3,0,0.3,0.6,0.9,1.4,2.2,3,4.9,7,9.5,12,14.4,51.099738,1.182579
745502,NN81451998,003W55 13 56N21 26,219,50,"0.600,000",0,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,56.357222,-3.920232
745503,ST87724286,002W10 37 51N11 05,160,50,"0.500,000",350,0.75,0.5,0.25,0,0,0,0.25,0.5,1.25,2,3,4,5,6,7,7,7,7,7,7,7,6,5,4,3,2,1.25,0.5,0.25,0,0,0,0.25,0.5,0.75,0.75,51.184826,-2.177079
745504,NT48721304,002W48 41 55N24 31,239,32,"1.000,000",45,3.4,2.3,1.2,0.5,0.1,0,0.4,1.2,2.4,3.7,4.9,5.5,5.7,5.9,5.9,6,5.9,5.6,4.9,3.8,2.3,1.3,0.4,0,0,0.5,1.3,2.4,3.4,4.3,5,5.3,5.4,5.3,5,4.3,55.40857,-2.811432
745505,TQ33947122,000W04 30 51N25 27,110,172,"9.549,926",340,4,1.8,0.8,0.7,1.2,3.9,7.1,6.8,6.5,8.8,10.6,10.1,10,10,9.8,8.1,8.9,9.8,7.2,5.5,5.3,6.5,7.9,5.3,3.8,4.8,5.2,2.1,0.2,0,0.7,3.1,5,2.4,1.7,3.7,51.424161,-0.074944
745506,TF94400996,000E52 21 52N39 09,85,52,"1.199,999",,2.3,1.2,0.4,0,0,0.5,1.2,2.3,3.4,4.5,4.9,5.3,5.3,5.2,5,4.3,3.4,2.2,1.3,0.4,0.1,0,0.4,1.2,2.4,3.7,4.7,5.6,5.7,5.7,5.9,5.9,5.8,5.6,4.9,3.8,52.652502,0.872498
745507,TL78350546,000E34 50 51N43 10,105,39,"2.000,000",270,6.3,8.1,9.6,10.9,13.3,16.9,19.1,22.2,22.5,22,21.7,19,16.9,14,13.1,12.4,10,6.7,5.2,3.9,3.5,2.6,1.3,0.5,0.2,0.2,0,0.6,1.2,1.2,1.2,1.7,1.7,2.6,3.7,4.7,51.719492,0.58056
745508,TQ571769,000E15 38 51N28 09,3,0,"0.000,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.469253,0.260425
745509,NS55753413,004W17 23 55N34 46,286,138,"9.549,926",,7.5,7.2,7.4,6.7,6.9,10.2,13.6,13.3,15.2,20.7,20.3,15,11.1,8.4,7.2,4.1,1.1,0,0.5,1.8,4.5,5.6,2.8,1.4,2.6,2.9,1.4,0.3,0.8,2.6,5.7,7.3,6.1,6,8.3,8.5,55.579376,-4.289814
745510,SD70832233,002W26 36 53N41 48,261,45,"0.100,000",175,0.3,0.4,1,3,3.9,2.9,8.2,7.5,5.2,10.7,3.6,2.9,3.3,1.5,0.2,0,0.2,0.4,0.3,0.4,1,2.9,3.9,2.8,8.8,6.6,5.2,10.9,3.5,2.8,3.3,1.5,0.2,0,0.3,0.4,53.696571,-2.443266
745511,SP58816200,001W08 24 52N15 11,199,106,"9.549,926",330,0.9,0.5,0.5,0.4,0.6,0.7,1.2,2,2.9,4.5,6.3,8.3,10.1,11.4,11.8,11.3,11.4,11.5,11.2,9.5,7.3,5.5,3.9,2.3,1.3,0.4,0,0.1,0,0.1,0.4,0.9,1,1.2,1.3,1,52.253028,-1.139914
745512,SH57666211,004W07 45 53N08 13,322,40,"0.300,000",280,5.5,6.2,6.5,6.8,7,7,6.8,6.5,6.2,5.5,4.2,3.4,2.5,1.5,0.8,0.5,0.2,0,0,0.1,0.4,0.6,0.9,0.9,0.6,0.4,0.1,0,0,0.2,0.6,1,1.6,2.5,3.4,4.2,53.137063,-4.129256
745513,IJ28677508,006W00 34 54N36 27,368,115,"9.549,926",,1,2,3.3,2.2,1,1.1,2.7,2.8,1.2,1,2.6,2.1,1.1,0,0.9,2.1,2.4,0.9,1.6,3.5,3.6,2.2,1.5,2.4,3.6,3.3,2.3,2.7,3,3.9,2.1,0.9,1.2,2.3,2.5,0.8,54.607538,-6.009471
745514,SH72741853,003W53 13 52N44 58,103,28,"0.649,999",270,5.9,5.9,5.8,5.6,4.9,3.8,2.3,1.2,0.4,0,0,0.5,1.2,2.3,3.4,4.5,4.9,5.3,5.3,5.2,5,4.3,3.4,2.2,1.3,0.4,0.1,0,0.4,1.2,2.4,3.7,4.7,5.6,5.7,5.7,52.749344,-3.886853
745515,SE60330430,001W05 29 53N31 55,7,47,"0.022,000",,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,53.531884,-1.091294
745516,TQ16974827,000W19 35 51N13 18,127,27,"0.200,000",10,0.3,0,0.4,1.5,3.2,5.7,9.1,13.1,17.7,23.1,28.4,28.6,28.1,27.1,26.8,25.6,22.9,23.6,24.3,24.5,24.5,24.7,27,27.5,28.9,27.5,28.8,28.6,26,23.8,17.1,12.5,8.9,5.8,3.1,1.3,51.221643,-0.326426
745517,SC37247451,004W29 35 54N08 26,143,74,"5.000,000",30,4.1,2.3,1,0.2,0.5,1.7,3.5,6,9.1,12,17.3,20.5,21.6,22.7,23.8,24.9,26,24.9,23.9,22.8,21.7,20.6,17.7,12,8.7,6,3.3,1.5,0.3,0,1,2.8,3.8,3.4,2.8,3.7,54.140551,-4.493075
745518,TR27393972,001E14 50 51N06 42,133,185,"1.909,985",305,2.2,3.5,7.4,15.7,20.4,18.7,23.4,28.3,20.6,17.8,17.1,14.7,17.2,22.6,21.9,21.7,15.8,17.3,17.6,17.7,16.9,11.3,8.1,5.8,3.2,1,0,0.4,2.3,3.7,2.6,3.6,3.5,1.3,2.3,2.4,51.11163,1.247272
745519,TF604038,000E22 03 52N36 30,5,27,"0.300,000",90,1,0.7,0.3,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,52.608286,0.367383
745520,NO45991321,002W52 28 56N18 29,210,17,"1.199,999",70,5,4.3,3.4,2.3,1.2,0.5,0.1,0,0.4,1.2,2.4,3.7,4.9,5.5,5.7,5.9,5.9,6,5.9,5.6,4.9,3.8,2.3,1.3,0.4,0,0,0.5,1.3,2.4,3.4,4.3,5,5.3,5.4,5.3,56.308188,-2.874532
745521,NX97007414,003W36 50 55N03 04,12,32,"1.000,000",,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1,0.7,0.3,0,0,0,0.3,0.5,0.8,55.051018,-3.613774
745522,TR07805906,000E58 44 51N17 34,122,90,"2.000,000",330,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,51.292731,0.979008
745523,NO76418994,002W23 24 57N00 00,325,230,"10.000,000",43,1.1,1.7,2.4,1.9,2.7,3.3,2.3,2.4,2.1,1.6,1.2,0.6,0.5,0.3,0.4,1.4,2.6,5.4,8.3,11.5,15.6,20.5,28.6,28.5,22.6,17.1,13.3,9.6,6.6,3.2,1.1,0.4,0,0,0.4,1,56.999987,-2.389944
745524,ST78849637,002W18 26 51N39 57,247,47,"0.250,000",,3.8,5.2,6.8,8.4,9.8,11.2,11.8,10.4,7.7,5.4,4.6,5.2,7,6.5,3.5,1.5,0.4,0,0.1,0.4,0.6,0.8,0.8,0.7,0.6,0.3,0.3,0.5,1.1,1.8,1.6,0.7,0,0.2,1.3,2.7,51.665695,-2.307343
745525,NS72138846,004W03 21 56N04 18,410,49,"2.000,000",,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,56.071792,-4.055753
745526,TQ38663606,000W01 15 51N06 25,136,41,"0.649,999",80,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,51.107066,-0.020722
745527,TV615986,000E17 19 50N45 52,11,32,"0.300,000",340,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.6,0.8,0.4,0,0,0,50.764511,0.288682
745528,SO15990882,003W13 08 51N46 18,442,32,"0.500,000",0,0,0,0,0,0.2,0.8,1,1.5,2.5,3.5,5,6.5,9,11,17,20,20,20,20,20,20,20,17,11,9,6.5,5,3.5,2.5,1.5,1,0.8,0.2,0,0,0,51.771714,-3.218938
745529,ST09899109,003W18 10 51N36 41,381,30,"1.199,999",340,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,51.611393,-3.302735
745530,NB30563032,006W35 06 58N10 45,206,152,"5.000,000",100,2,1.1,0.4,0,0.2,0.5,1.4,1.7,1.5,1.6,1.4,0.9,0.4,0.1,0,0.7,1.5,2.8,4.5,5.9,7.9,10.7,14.1,16.1,17.4,18.9,19.3,18.6,17.3,15.6,14.1,11.6,9.3,7,4.8,3.3,58.179148,-6.584974
745531,SE22291288,001W39 52 53N36 43,256,285,"7.413,102",35,0.4,1.3,0.4,0.2,1.1,1.3,2.2,3.4,2.7,3.2,3.8,2.8,2.1,3.5,3,2.3,2.2,1.5,1.5,1.3,0,0.4,1.4,1.4,1.2,2,0.9,0.5,0.7,0.3,1,1.8,1.2,1.6,1.5,0.6,53.611985,-1.66456
745532,NV33621069,007W38 32 54N21 34,61,26,"0.500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.359541,-7.642326
745533,TL29290671,000W07 43 51N44 39,122,102,"2.000,000",330,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,51.744172,-0.128729
745534,NZ56951827,001W07 15 54N33 23,237,37,"1.000,000",290,5.5,5.7,5.9,5.9,6,5.9,5.6,4.9,3.8,2.3,1.3,0.4,0,0,0.5,1.3,2.4,3.4,4.3,5,5.3,5.4,5.3,5,4.3,3.4,2.3,1.2,0.5,0.1,0,0.4,1.2,2.4,3.7,4.9,54.556455,-1.120934
745535,SX89829222,003W33 44 50N43 09,102,44,"4.000,000",340,1,0,0,1,2,2,2,2,3,4,5,7,9,14,26,20,22,22,20,13,9,6,5,5,5,4,4,3,2,1,1,1,2,2,2,2,50.719122,-3.562148
745536,NT94725990,002W05 09 55N49 56,197,52,"2.000,000",240,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,1.1,1.1,0.8,0.6,0.3,0.1,0,0.1,0.5,1.3,2.4,4,55.83228,-2.085863
745537,SP53273875,001W13 29 52N02 40,157,46,"1.199,999",240,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,52.044582,-1.224699
745538,TM29053340,001E19 55 51N57 07,2,27,"0.719,999",,0.1,0,0.1,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,1.1,1.1,0.8,0.6,0.3,51.951883,1.331834
745539,NZ21676488,001W39 47 54N58 41,120,36,"1.995,262",180,28.2,30.5,23.7,16.6,12.8,10.2,8.1,5.9,4.3,3.7,3.1,1.7,0.8,0.6,0.6,0.5,0.4,0.4,0.4,0.3,0.2,0,0.1,0.4,0.9,1.5,2.3,3,3.3,4.2,6,8.5,11.9,15.6,19.2,25.7,54.978039,-1.662966
745540,TQ12000725,000W24 37 50N51 14,124,35,"0.280,000",280,0,0.5,1,2,3,4,4.5,5,6,7,7,7,6.5,6.5,6.5,6,4,3,3,2,1.5,0.5,0,0,0,0,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,50.853924,-0.410233
745541,SM94433915,004W59 49 52N00 45,123,26,"0.195,447",,13.2,10.9,7.9,5.7,3.9,2.8,1.8,0.9,0.4,0.1,0,0.2,0.4,0.7,0.9,0.9,0.9,0.7,0.5,0.2,0.1,0.1,0.5,1,1.9,3.1,4.3,5.6,7.9,10.5,13.9,15.3,14.9,14.2,15,15.4,52.012591,-4.996935
745542,SK51416065,001W13 59 53N08 26,168,48,"1.000,000",,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,53.140513,-1.232922
745543,SS78219359,003W45 39 51N37 40,361,58,"1.000,000",,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,51.627893,-3.760915
745544,SU65730646,001W04 03 50N51 14,102,28,"1.000,000",,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,50.853922,-1.067587
745545,SU50860888,001W16 43 50N52 38,50,24,"0.033,000",0,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1,0.7,0.3,0,0,0,0.3,0.5,0.8,50.877178,-1.278479
745546,NJ54633261,002W45 22 57N22 54,416,38,"1.700,000",,0.9,1.4,1.6,1.6,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,57.381625,-2.756233
745547,SP90718390,000W40 01 52N26 44,118,49,"5.000,000",220,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,52.445531,-0.666816
745548,NX21179812,004W48 53 55N14 41,195,24,"0.600,000",10,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,55.244736,-4.814596
745549,NS56586835,004W17 41 55N53 13,26,83,"0.010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.886844,-4.294621
745550,NS58096547,004W16 08 55N51 41,16,84,"0.300,000",60,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,55.861436,-4.268991
745551,SK02729539,001W57 38 53N27 19,262,41,"0.500,000",,6.4,9.1,13.6,17,21.4,24,24,21.3,17.9,13.9,11,7.9,5.4,3.1,1.6,0.6,0.1,0.2,0.5,1.3,1.9,2.3,2.6,2.7,2.6,2.6,2.4,2.2,1.6,0.9,0.5,0,0.2,0.7,2.1,3.7,53.455242,-1.960506
745552,SK94733659,000W35 33 52N55 06,124,55,"0.800,000",300,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,2,1.2,52.918371,-0.592549
745553,NJ00352673,003W39 23 57N19 13,389,31,"1.199,999",190,7.1,7.1,7.1,7.2,7,6.5,5.5,4.3,3,1.8,0.9,0.3,0.1,0.1,0.2,0.6,1,1.2,1.5,1.7,1.6,1.4,1,0.6,0.2,0,0.1,0.2,0.7,1.7,2.9,4.1,5.8,6.8,7.2,7.1,57.320173,-3.656313
745554,TF78842288,000E38 59 52N46 26,92,50,"5.000,000",,0,0.5,1,1.8,2.7,3.8,5,6.1,6.8,7.4,8,8,8,7.4,6.8,6.2,5.3,4,2.7,1.8,1,0.5,0,0,0,0.2,0.5,0.8,1,1,1,0.8,0.5,0.2,0,0,52.773873,0.649768
745555,TG52190709,001E43 22 52N36 11,1,30,"0.500,000",270,1.1,1.7,4.3,5.8,6.6,11,13.9,13.8,21.4,23,22.4,21,16.4,12.8,8.6,5,3.1,1.8,1.2,1.1,0.4,0,1.5,3,2,2,2.7,3.2,2.9,2.6,2.3,2,1.6,0.9,0.3,0.6,52.602996,1.722916
745556,SM92490158,005W00 09 51N40 28,71,51,"1.000,000",90,1.2,1.3,1.1,0.9,0.6,0.3,0,0.1,0.1,0.4,1.1,2.2,3.6,5.4,7.2,9,10.1,10.9,11,11.3,11.1,10.8,10.2,8.8,7.2,5.2,3.6,2.2,1.1,0.4,0,0.1,0,0.3,0.7,0.9,51.674549,-5.002613
745557,SU97474861,000W36 20 51N13 42,142,39,"4.886,186",320,0,0.8,2.6,5.4,5.9,5,6.5,12.4,11.1,12.1,11.9,13.9,14.8,10.2,9.1,11.2,13,10,11.8,12.6,17.7,11,5.4,3.5,3.9,2.7,0.3,1.7,0.9,1.8,4.4,1.7,1.1,2.6,4,1.2,51.228358,-0.605467
745558,SW47513159,005W32 04 50N07 50,62,19,"0.013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.13053,-5.53431
745559,SU52745680,001W14 41 51N18 28,220,81,"5.000,000",340,2.2,4.1,2.2,1.1,3.2,2.8,1.6,0.9,0.8,1,3.2,7,9.9,9.7,12.2,16.2,18.2,17,12.6,9,8.7,7.2,3.5,1.5,0.9,0.8,2.2,4.3,5.2,3.3,3,4.1,3,0.7,0,0.3,51.307873,-1.244777
745560,TL44920666,000E05 51 51N44 24,110,30,"1.000,000",270,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,51.739903,0.097485
745561,SE26835560,001W35 32 53N59 45,150,33,"1.199,999",90,1,0.7,0.3,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,53.995727,-1.592234
745562,SP33769374,001W30 13 52N32 26,140,37,"0.500,000",45,1.3,1.9,2.3,2.6,2.7,2.6,2.6,2.4,2.2,1.6,0.9,0.5,0,0.2,0.7,2.1,3.7,6.4,9.1,13.6,17,21.4,24,24,21.3,17.9,13.9,11,7.9,5.4,3.1,1.6,0.6,0.1,0.2,0.5,52.540463,-1.503661
745563,SU88613319,000W44 10 51N05 28,172,52,"0.630,001",90,5.9,5.9,5.8,5.6,4.9,3.8,2.3,1.2,0.4,0,0,0.5,1.2,2.3,3.4,4.5,4.9,5.3,5.3,5.2,5,4.3,3.4,2.2,1.3,0.4,0.1,0,0.4,1.2,2.4,3.7,4.7,5.6,5.7,5.7,51.091179,-0.736114
