id,Date,Ensemble,Licence,Ensemble Area,EID,Transmitter Area,Site,Freq.,Block,TII Main Id (Hex),TII Sub Id (Hex),Serv Label1 ,SId 1 (Hex),LSN 1 (Hex),Serv Label2 ,SId 2 (Hex),LSN 2 (Hex),Serv Label3 ,SId 3 (Hex),LSN 3 (Hex),Serv Label4 ,SId 4 (Hex),LSN 4 (Hex),Serv Label5 ,SId 5 (Hex),LSN 5 (Hex),Serv Label6 ,SId 6 (Hex),LSN 6 (Hex),Serv Label7 ,SId 7 (Hex),LSN 7 (Hex),Serv Label8 ,SId 8 (Hex),LSN 8 (Hex),Serv Label9 ,SId 9 (Hex),LSN 9 (Hex),Serv Label10 ,SId 10 (Hex),LSN 10 (Hex),Serv Label11 ,SId 11 (Hex),LSN 11 (Hex),Serv Label12 ,SId 12 (Hex),LSN 12 (Hex),Serv Label13 ,SId 13 (Hex),LSN 13 (Hex),Serv Label14 ,SId 14 (Hex),LSN 14 (Hex),Serv Label15 ,SId 15 (Hex),LSN 15 (Hex),Serv Label16 ,SId 16 (Hex),LSN 16 (Hex),Serv Label17 ,SId 17 (Hex),LSN 17 (Hex),Serv Label18 ,SId 18 (Hex),LSN 18 (Hex),Serv Label19 ,SId 19 (Hex),LSN 19 (Hex),Serv Label20 ,SId 20 (Hex),LSN 20 (Hex),Serv Label21 ,SId 21 (Hex),LSN 21 (Hex),Serv Label22 ,SId 22 (Hex),LSN 22 (Hex),Serv Label23 ,SId 23 (Hex),LSN 23 (Hex),Serv Label24 ,SId 24 (Hex),LSN 24 (Hex),Serv Label25 ,SId 25 (Hex),LSN 25 (Hex),Serv Label26 ,SId 26 (Hex),LSN 26 (Hex),Serv Label27 ,SId 27 (Hex),LSN 27 (Hex),Serv Label28 ,SId 28 (Hex),LSN 28 (Hex),Serv Label29 ,SId 29 (Hex),LSN 29 (Hex),Serv Label30 ,SId 30 (Hex),LSN 30 (Hex),Serv Label31 ,SId 31 (Hex),LSN 31 (Hex),Serv Label32 ,SId 32 (Hex),LSN 32 (Hex),Data Serv Label1,Data SId 1 (Hex),Data Serv Label2,Data SId 2 (Hex),Data Serv Label3,Data SId 3 (Hex),Data Serv Label4,Data SId 4 (Hex),Data Serv Label5,Data SId 5 (Hex),Data Serv Label6,Data SId 6 (Hex),Data Serv Label7,Data SId 7 (Hex),Data Serv Label8,Data SId 8 (Hex),Data Serv Label9,Data SId 9 (Hex),Data Serv Label10,Data SId 10 (Hex),Data Serv Label11,Data SId 11 (Hex),Data Serv Label12,Data SId 12 (Hex),Data Serv Label13,Data SId 13 (Hex),Data Serv Label14,Data SId 14 (Hex),Data Serv Label15,Data SId 15 (Hex)
745632,23/06/2011,BBC National DAB,BBCD000001,UK,CE15,Mid Wales,Llandrindod Wells,225.648,12B,28,10,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745633,18/03/2015,BBC National DAB,BBCD000001,UK,CE15,Newcastle Emlym SW Wales,LLANDYFRIOG,225.648,12B,28,0B,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745634,03/06/2011,BBC National DAB,BBCD000001,UK,CE15,Llanelli,LLANELLI,225.648,12B,27,9,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745635,31/03/2016,BBC National DAB,BBCD000001,UK,CE15,Llangollen Pontfadog,Llangollen Pennant Farm,225.648,12B,29,0B,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745636,08/07/2009,BBC National DAB,BBCD000001,UK,CE15,N East Wales,Llangollen VHF,225.648,12B,29,0A,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745637,15/08/2014,BBC National DAB,BBCD000001,UK,CE15,Llanidloes,LLANIDLOES,225.648,12B,5,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745638,29/06/2005,BBC National DAB,BBCD000001,UK,CE15,Londonderry,Londonderry,225.648,12B,19,4,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745639,13/11/2009,BBC National DAB,BBCD000001,UK,CE15,Welshpool,LONG MOUNTAIN,225.648,12B,5,11,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745640,01/07/2016,BBC National DAB,BBCD000001,UK,CE15,Luddenden,LUDDENDEN,225.648,12B,3A,11,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745641,29/09/2015,BBC National DAB,BBCD000001,UK,CE15,Ludlow,LUDLOW,225.648,12B,37,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745642,22/10/2014,BBC National DAB,BBCD000001,UK,CE15,Lyme Regis,Lyme Regis,225.648,12B,0E,6,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745643,02/06/2014,BBC National DAB,BBCD000001,UK,CE15,Mid Wales,MACHYNLLETH,225.648,12B,5,8,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745644,02/11/2010,BBC National DAB,BBCD000001,UK,CE15,Coleraine,Maddybenny More,225.648,12B,19,0C,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745645,23/04/2004,BBC National DAB,BBCD000001,UK,CE15,Cambridge,Madingley,225.648,12B,15,6,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745646,28/05/2014,BBC National DAB,BBCD000001,UK,CE15,Maesteg,MAESTEG,225.648,12B,27,4,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745647,08/03/2016,BBC National DAB,BBCD000001,UK,CE15,Maidenhead,Maidenhead Hyde Farm,225.648,12B,3,0A,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745648,04/02/2011,BBC National DAB,BBCD000001,UK,CE15,Worcestershire,MALVERN,225.648,12B,1C,15,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745649,25/09/2003,BBC National DAB,BBCD000001,UK,CE15,Manchester,Manchester - City Tower,225.648,12B,2B,6,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745650,09/09/2003,BBC National DAB,BBCD000001,UK,CE15,Essex,Manningtree,225.648,12B,6,0F,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745651,05/09/2008,BBC National DAB,BBCD000001,UK,CE15,Nottingham,Mapperley Ridge,225.648,12B,30,8,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745652,16/06/2017,BBC National DAB,BBCD000001,UK,CE15,Market Drayton,Market Drayton,225.648,12B,37,7,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745653,17/02/2004,BBC National DAB,BBCD000001,UK,CE15,Aberdeenshire,Meldrum,225.648,12B,3E,6,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745654,29/08/2014,BBC National DAB,BBCD000001,UK,CE15,Melvaig and eastern Western Isles,Melvaig,225.648,12B,3D,7,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745655,05/06/2009,BBC National DAB,BBCD000001,UK,CE15,Wilts_Berks,Membury,225.648,12B,1A,12,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745656,11/09/2007,BBC National DAB,BBCD000001,UK,CE15,Somerset and Avon,MENDIP,225.648,12B,23,2,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745657,13/05/2010,BBC National DAB,BBCD000001,UK,CE15,Mendlesham,Mendlesham,225.648,12B,31,0E,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745658,04/12/2003,BBC National DAB,BBCD000001,UK,CE15,Midhurst,MIDHURST,225.648,12B,0A,0A,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745659,08/09/2010,BBC National DAB,BBCD000001,UK,CE15,Millburn Muir,Millburn Muir,225.648,12B,39,0F,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745660,12/12/1997,BBC National DAB,BBCD000001,UK,CE15,N. Wales and Cheshire,MOEL Y PARC,225.648,12B,29,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745661,10/12/2014,BBC National DAB,BBCD000001,UK,CE15,Moffat North,Moffat North,225.648,12B,42,1,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745662,01/12/2009,BBC National DAB,BBCD000001,UK,CE15,South Wales (East),MONMOUTH,225.648,12B,24,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745663,23/04/2004,BBC National DAB,BBCD000001,UK,CE15,Morecambe Bay,Morecambe Bay,225.648,12B,7,5,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745664,25/03/2010,BBC National DAB,BBCD000001,UK,CE15,North Aberdeenshire,Mormond Hill DAB,225.648,12B,3E,1,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745665,16/07/2009,BBC National DAB,BBCD000001,UK,CE15,Morpeth,MORPETH,225.648,12B,34,0E,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745666,03/02/2004,BBC National DAB,BBCD000001,UK,CE15,Inverness,Mounteagle,225.648,12B,38,3,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745667,08/10/2009,BBC National DAB,BBCD000001,UK,CE15,Staffordshire,Mow Cop,225.648,12B,35,10,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
745668,05/11/2009,BBC National DAB,BBCD000001,UK,CE15,South West Wales,Mynydd Baedan,225.648,12B,27,5,BBC Radio 1,C221,,BBC Radio 2,C222,,BBC Radio 3,C223,,BBC Radio 4,C224,,Radio 5 Live,C225,,Radio 5 Extra,C228,,BBC Radio 6Music,C22B,,BBC Radio 1Xtra,C22A,,BBC WorldService,C238,,BBC AsianNetwork,C236,,BBC Radio 4Extra,C22C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBC Guide,E1C79E5E,BBC Travel,E1C79E60,,,,,,,,,,,,,,,,,,,,,,,,,,
